Subject,Title,Authors,Year,Citation_Count,Cited_By,Research_Method,DOI
Psychology,Specialty Competencies in Group Psychology,Sally Barlow,2015,4,Unavailable,Unknown Method,10.1093/med:psych/9780195388558.001.0001
Psychology,Evolutionary psychology,Gavin Miller,2020,0,Unavailable,Unknown Method,10.3828/liverpool/9781789620603.003.0001
Psychology,Occupational Health Psychology,Sharon Clarke,2019,1,Unavailable,Theoretical,10.1093/acrefore/9780190236557.013.21
Psychology,Cognitive psychology,Gavin Miller,2020,0,Unavailable,Unknown Method,10.3828/liverpool/9781789620603.003.0005
Psychology,Psychoanalytic psychology,Gavin Miller,2020,0,Unavailable,Unknown Method,10.3828/liverpool/9781789620603.003.0002
Psychology,Psychology and Oppression,Wahbie Long,2020,0,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.669
Psychology,Psychology of Stress and Coping,"Angela R. Wendorf, Amanda M. Brouwer",2018,0,Unavailable,Theoretical,10.1093/obo/9780199828340-0203
Psychology,Police psychology,,2014,0,Unavailable,Unknown Method,10.4324/9780203784235-24
Psychology,Sociology and Psychology,Cecilia L. Ridgeway,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.896
Psychology,Trauma Psychology,"Patricia A. Frazier, Emily Mischel Abramowski, Viann Nguyen-Feng, Addie Merians, McKenzie Kaubrys",2019,1,Unavailable,Unknown Method,10.1093/obo/9780199828340-0241
Psychology,Psychology in prison,,2014,0,Unavailable,Unknown Method,10.4324/9780203784235-26
Psychology,The performance of Beck's life style multi-component model on modifying eating behavior of overweight women,"Fariba Parsamanesh,  , Adis Kraskian,  , Hasan Ahadi,  , Mohammad Hakami,  ",2019,0,Unavailable,Unknown Method,10.29252/iau.29.1.71
Psychology,/ Psychology and Human Behavior,,2013,0,Unavailable,Unknown Method,10.4324/9781315819396-9
Psychology,Psychology and investigations,,2014,0,Unavailable,Unknown Method,10.4324/9780203784235-22
Psychology,Psychology in court,,2014,0,Unavailable,Unknown Method,10.4324/9780203784235-25
Psychology,"Review of Outline of psychology, Psychology for students of education, Introduction to psychology and General introduction to psychology.",Knight Dunlap,1923,0,Unavailable,Unknown Method,10.1037/h0068999
Psychology,Cultural Psychology and Cross-Cultural Psychology: The Case of Chinese Psychology,Carl Ratner,2011,0,Unavailable,Unknown Method,10.9707/2307-0919.1015
Psychology,Existential-humanistic psychology,Gavin Miller,2020,0,Unavailable,Unknown Method,10.3828/liverpool/9781789620603.003.0004
Psychology,History of Social Psychology,Andrew Ward,2022,0,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.306
Psychology,Engaging Students in Psychology,"Regan A. R. Gurung, Georjeanna Wilson-Doenges",2015,0,Unavailable,Unknown Method,10.1093/med:psych/9780195378214.003.0006
Psychology,History of Organizational Psychology,Helio Carpintero,2017,4,Unavailable,Theoretical,10.1093/acrefore/9780190236557.013.39
Psychology,Social Psychology— Psychology of Groups,R Sreevani,2009,0,Unavailable,Unknown Method,10.5005/jp/books/10685_16
Psychology,Social Psychology,,2014,0,Unavailable,Unknown Method,10.4324/9781410610737-10
Psychology,Behavioral Psychology,,2014,0,Unavailable,Unknown Method,10.4324/9781410610737-11
Psychology,The Ambitions of Evolutionary Psychology,,2007,0,Unavailable,Unknown Method,10.7551/mitpress/7464.003.0003
Psychology,General Health Psychology,,2014,0,Unavailable,Unknown Method,10.4324/9781315744834-14
Psychology,Self Psychology: Clinical Considerations,,2014,0,Unavailable,Unknown Method,10.4324/9781315869858-22
Psychology,Cognitive Psychology,,2014,0,Unavailable,Unknown Method,10.4324/9781410610737-13
Psychology,/ Psychology and the Scientific Method,,2013,0,Unavailable,Unknown Method,10.4324/9781315819396-22
Psychology,Freudian Psychology,,2014,0,Unavailable,Unknown Method,10.4324/9781410610737-9
Psychology,Building a Psychology Orientation Course,"Brian T. Loher, R. Eric Landrum",2015,0,Unavailable,Unknown Method,10.1093/med:psych/9780195378214.003.0005
Psychology,Specialty Competencies in School Psychology,"Rosemary Flanagan, Jeffrey A. Miller",2015,12,Unavailable,Unknown Method,10.1093/med:psych/9780195386325.001.0001
Psychology,Psychology and Neoliberalism,"Jennifer Clegg, Richard Lansdall-Welfare",2020,2,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.668
Psychology,"Review of Psychology, General psychology for students of business, Psychology; and Fields of psychology.",Alfred L. Baldwin,1941,0,Unavailable,Unknown Method,10.1037/h0052348
Psychology,"Educational Psychology, Evolutionary Psychology, and Socio-Cultural Perspectives","Emma C. Burns, Andrew J. Martin",2022,0,Unavailable,Unknown Method,10.4324/9781138609877-ree45-1
Psychology,Community psychology in action – Mainstream or critical/community psychology?,Michael Richards,2023,0,Unavailable,Unknown Method,10.4324/9781003057673-4
Psychology,"Handbook of Industrial, Work and Organizational Psychology: Personnel Psychology handbook of industrial, work and organizational psychology: Personnel psychology",,2001,4,Unavailable,Unknown Method,10.4135/9781848608320
Psychology,Psychology – Stuck in the past or a becoming psychology?,Michael Richards,2023,0,Unavailable,Unknown Method,10.4324/9781003057673-2
Psychology,Marxist Influences in Psychology,Tuomas Laine-Frigren,2020,1,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.612
Psychology,Specialty Competencies in Forensic Psychology,"Ira K. Packer, Thomas Grisso",2016,3,Unavailable,Unknown Method,10.1093/med:psych/9780195390834.001.0001
Psychology,"Psychology, a Factual Textbook (1935): Introduction to Psychology (1939): Foundations of Psychology (1948)",M. B.,1948,0,Unavailable,Unknown Method,10.2307/1418334
Psychology,Review of Essentials of Social Psychology.,,1922,0,Unavailable,Unknown Method,10.1037/h0068645
Psychology,"IX. Exploring Activism and Change: Feminist Psychology, Liberation                 Psychology, Political Psychology",Geraldine Moane,2006,21,Unavailable,Unknown Method,10.1177/0959-353506060823
Psychology,Review of Social psychology.,Curt Rosenow,1925,0,Unavailable,Unknown Method,10.1037/h0069421
Psychology,Review of General psychology.,Hulsey Cason,1924,0,Unavailable,Unknown Method,10.1037/h0066063
Psychology,History of Psychology as a Capstone Course,Ludy T. Benjamin,2015,0,Unavailable,Unknown Method,10.1093/med:psych/9780195378214.003.0011
Psychology,Clinical psychology and amyotrophic lateral sclerosis, Pagnini,2010,4,Unavailable,Unknown Method,10.3389/fpsyg.2010.00033
Psychology,"Historical, Psychology and Politiocal:",,2010,0,Unavailable,Unknown Method,10.2307/j.ctt18dztgn.12
Psychology,Psychology Research,,2014,0,Unavailable,Unknown Method,10.5503/j.pr.2010.01
Psychology,Psychology - Individual Psychology,,2014,0,Unavailable,Unknown Method,10.1163/2468-483x_smuo_com_003562
Psychology,Self Psychology: Relevance to Psychotherapy,,2014,0,Unavailable,Unknown Method,10.4324/9781315869858-29
Psychology,Measurement in Health Psychology Research and Practice,"Marie Johnston, John Weinman, Gozde Ozakinci",2021,0,Unavailable,Experiment,10.1093/obo/9780199828340-0270
Psychology,Forensic Psychology in Historical Perspective,Heather Wolffram,2020,1,Unavailable,Experiment,10.1093/acrefore/9780190236557.013.639
Psychology,Psychology and crime prevention,Jason Roach,2023,0,Unavailable,Unknown Method,10.1332/policypress/9781447325918.003.0007
Psychology,Psychology - Depth Psychology,,2023,0,Unavailable,Unknown Method,10.1163/2468-483x_smuo_com_003563
Psychology,Wanted a New Conceptual Framework for Doing Psychology in India,U. Vindhya,2019,4,Unavailable,Unknown Method,10.1093/oso/9780199498833.003.0004
Psychology,The Psychology of Hip-Hop,,2019,0,Unavailable,Unknown Method,10.1891/9780826150066.0010
Psychology,Psychology and the criminal process,,2014,0,Unavailable,Unknown Method,10.4324/9780203784235-9
Psychology,Educational Psychology and Psychology of Learning: A Textbook in Educational Psychology.,Peter Sandiford,1936,0,Unavailable,Unknown Method,10.1037/h0052446
Psychology,Review of Applied psychology.,Floyd H. Allport,1925,0,Unavailable,Unknown Method,10.1037/h0069165
Psychology,Ideological Polarization and Social Psychology,Richard Eibach,2021,2,Unavailable,Unknown Method,10.1093/acrefore/9780190236557.013.240
Psychology,POSITIVE PSYCHOLOGY,,2021,0,Unavailable,Unknown Method,10.2307/j.ctv62hgdb.3
Philosophy,Philosophy of Boredom,,2021,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0419
Philosophy,Legal Philosophy,Thom Brooks,2014,0,Unavailable,Survey,10.1093/obo/9780195396577-0176
Philosophy,Feminist Philosophy,Alessandra Tanesini,2010,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0152
Philosophy,Japanese Philosophy,Tomomi Asakura,2018,0,Unavailable,Theoretical,10.1093/obo/9780195396577-0370
Philosophy,Philosophy of Literature,Jonathan Gilmore,2013,0,Unavailable,Theoretical,10.1093/obo/9780195396577-0213
Philosophy,Philosophy of Mathematics,Otávio Bueno,2010,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0069
Philosophy,Political Philosophy,"Keith Hyams, Igor Shoikhedbrod",2011,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0091
Philosophy,Philosophy of Childhood,Amy Mullin,2023,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0435
Philosophy,Philosophy of History,Daniel Little,2012,4,Unavailable,Unknown Method,10.1093/obo/9780195396577-0043
Philosophy,Philosophy of Religion,Jonathan L. Kvanvig,2010,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0103
Philosophy,Daoism and Philosophy,Jung Lee,2018,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0360
Philosophy,Philosophy of Film,Katherine Thomson-Jones,2012,0,Unavailable,"Experiment, Theoretical",10.1093/obo/9780195396577-0071
Philosophy,Analytic Philosophy of Music,Stephen Davies,2012,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0067
Philosophy,Immanuel Kant: Theoretical Philosophy,Eric Watkins,2010,0,Unavailable,Theoretical,10.1093/obo/9780195396577-0061
Philosophy,Philosophy of Language,Michael P. Wolf,2010,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0063
Philosophy,Analytic Philosophy of Photography,Scott Walden,2020,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0405
Philosophy,Philosophy of Neuroscience,"John Bickle, Gualtiero Piccinini",2020,5,Unavailable,Experiment,10.1093/obo/9780195396577-0399
Philosophy,Philosophy of Computer Science,Raymond Turner,2019,3,Unavailable,Unknown Method,10.1093/obo/9780195396577-0224
Philosophy,Contemporary Philosophy of Medicine,James Marcum,2014,1,Unavailable,Unknown Method,10.1093/obo/9780195396577-0216
Philosophy,Philosophy of Law: Normative Foundations,John Oberdiek,2012,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0102
Philosophy,INTRODUCTION:,,2019,0,Unavailable,Unknown Method,10.2307/j.ctvd58r9s.5
Philosophy,"Early Modern Philosophy, 1600-1750",Antonia LoLordo,2016,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0318
Philosophy,John Rawls: Moral and Political Philosophy,Jon Mandle,2015,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0282
Philosophy,Philosophy of Cosmology,"Craig Fox, Marie Gueguen, Adam Koberinski, Chris Smeenk",2019,0,Unavailable,Theoretical,10.1093/obo/9780195396577-0233
Philosophy,Adam Smith: Moral and Political Philosophy,Craig Smith,2019,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0238
Philosophy,Naturalism in the Philosophy of Mathematics,Mary Leng,2015,1,Unavailable,Unknown Method,10.1093/obo/9780195396577-0276
Philosophy,Adapting philosophy/philosophy as adaptation,Catherine Constable,2013,0,Unavailable,Unknown Method,10.7765/9781847792822.00007
Philosophy,Philosophy as Social Philosophy,Nicolas Haines,1967,1,Unavailable,Unknown Method,10.1017/s003181910000084x
Philosophy,Is Plantinga-Style Christian Philosophy Really Philosophy?,J. L. Schellenberg,2018,5,Unavailable,Unknown Method,10.1093/oso/9780198834106.003.0015
Philosophy,Immanuel Kant: Political and Legal Philosophy,Alice Pinheiro Walla,2024,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0441
Philosophy,Is Legal Philosophy Normative?,Andrei Marmor,2011,0,Unavailable,Theoretical,10.23943/princeton/9780691141671.003.0006
Philosophy,"“Black” Philosophy, “African” Philosophy, “Africana” Philosophy: Transnational Deconstructive and Reconstructive Renovations in “Philosophy”",Lucius T. Outlaw,2017,0,Unavailable,Unknown Method,10.1057/978-1-137-59291-0_17
Philosophy,On Defining the Field,"Muhammad Hozien,  ",2008,0,Unavailable,Unknown Method,10.5840/islamicphil200831
Philosophy,Philosophy for Children,Philip Cam,2019,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0387
Philosophy,Georg Wilhelm Friedrich Hegel: Philosophy of Politics,Thom Brooks,2010,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0052
Philosophy,The History of Philosophy as Philosophy,Gary Hatfield,2005,27,Unavailable,Unknown Method,10.1093/oso/9780199278992.003.0006
Philosophy,CONCLUDING THOUGHTS:,,2019,0,Unavailable,Unknown Method,10.2307/j.ctvd58r9s.11
Philosophy,Luminous Philosophy,Hanjo Berressem,2020,0,Unavailable,Unknown Method,10.3366/edinburgh/9781474450713.003.0005
Philosophy,Georg Wilhelm Friedrich Hegel: Philosophy of History,David Duquette,2010,1,Unavailable,Unknown Method,10.1093/obo/9780195396577-0133
Philosophy,Greek philosophy: impact on Islamic philosophy,Majid Fakhry,2010,0,Unavailable,Unknown Method,10.4324/9780415249126-h011-1
Philosophy,Philosophy in microbiology; microbes in philosophy,,2014,1,Unavailable,Unknown Method,10.1017/cbo9781139162524.002
Philosophy,"Women, Identity, and Philosophy",Marjorie C. Miller,2014,0,Unavailable,Unknown Method,10.2307/j.ctv47wcjp.10
Philosophy,"Indeterminancy, Ethnophilosophy, Linguistic Philosophy, African Philosophy",Barry Hallen,1995,8,Unavailable,Unknown Method,10.1017/s0031819100065578
Philosophy,Is the History of Philosophy Good for Philosophy?,Catherine Wilson,2005,5,Unavailable,Unknown Method,10.1093/oso/9780199278992.003.0005
Philosophy,"ONTOLOGY, DIALECTICS AND 3D PHILOSOPHY",Givi Givishvili,2022,0,Unavailable,Unknown Method,10.54647/philosophy72066
Philosophy,French Philosophy in the Nineteenth Century,,2022,0,Unavailable,Unknown Method,10.1093/oseo/instance.00294042
Philosophy,Teaching Philosophy by Teaching Philosophy Teaching,"Thomas E. Wartenberg,  ",2003,1,Unavailable,Unknown Method,10.5840/teachphil200326327
Philosophy,From Racialized Philosophy to Philosophy of Race,"Anthony Monteiro,  ",1998,0,Unavailable,Unknown Method,10.5840/radphilrev19981220
Philosophy,Recent Philosophy,,2002,0,Unavailable,Unknown Method,10.1017/upo9781844653423.013
Philosophy,Philosophy East/Philosophy West,"S. S. Rama Rao Pappu,  ",1980,0,Unavailable,Unknown Method,10.5840/teachphil19803323
Philosophy,Buddhist Philosophy as Philosophy,Mark Siderits,2021,0,Unavailable,Unknown Method,10.1093/acrefore/9780199340378.013.174
Philosophy,Presocratic Greek Philosophy,,2002,0,Unavailable,Unknown Method,10.1017/upo9781844653423.002
Philosophy,Recent Philosophy,,2014,0,Unavailable,Unknown Method,10.4324/9781315710174-18
Philosophy,Philosophy,,1931,1,Unavailable,Unknown Method,10.1017/s0031819100032332
Philosophy,Linguistic Philosophy: Wittgenstein,,2002,0,Unavailable,Unknown Method,10.1017/upo9781844653423.012
Philosophy,Dan Sperber’s philosophy of culture," , Marina O. Kedrova",2021,0,Unavailable,Unknown Method,10.21638/spbu34.2021.119
Philosophy,Using Philosophy of Language in Philosophy of Technology,Mark Coeckelbergh,2020,0,Unavailable,Unknown Method,10.1093/oxfordhb/9780190851187.013.20
Philosophy,"THE HISTORY OF PHILOSOPHY AS PHILOSOPHY, PHILOSOPHY AS THE HISTORY OF PHILOSOPHY (NOTES FOR BEGINNERS LEARNING THE COURSE “ANTIQUE PHILOSOPHY”)",А. В. Александрова,2015,0,Unavailable,Unknown Method,10.18372/2412-2157.22.12311
Philosophy,Jewish philosophy,,2003,0,Unavailable,Unknown Method,10.4324/9780203028469-13
Philosophy,Externalism and Internalism in the Philosophy of Mind,Robert A. Wilson,2017,2,Unavailable,Experiment,10.1093/obo/9780195396577-0352
Philosophy,Philosophy and philosophy of education,,2010,0,Unavailable,Unknown Method,10.4324/9780203861103-8
Philosophy,Perfectionism,,2020,1,Unavailable,Theoretical,10.1093/obo/9780195396577-0410
Philosophy,Philosophy and the History of Philosophy,Richard H. Popkin,1985,3,Unavailable,Unknown Method,10.2307/2026418
Philosophy,Philosophy of Life and Philosophy of History,Richard Kroner,1936,0,Unavailable,Unknown Method,10.2307/2015375
Philosophy,The Birth of Philosophy,Hanjo Berressem,2020,0,Unavailable,Unknown Method,10.3366/edinburgh/9781474450713.003.0002
Philosophy,The Transition from Studying Philosophy to Doing Philosophy,"John Rudisill,  ",2011,8,Unavailable,Unknown Method,10.5840/teachphil201134332
Philosophy,The Philosophy in the Philosophy of Education,"E. P. Brandon,  ",1984,3,Unavailable,Unknown Method,10.5840/teachphil1984719
Philosophy,Africana philosophy as a modern philosophy,,2008,0,Unavailable,Unknown Method,10.1017/cbo9780511800726.003
Philosophy,Integrating African Philosophy into the Western Philosophy Curriculum,"Luis Cordeiro-Rodrigues,  ",2018,1,Unavailable,Unknown Method,10.5840/teachphil201832282
Philosophy,Radical Philosophy,,1973,0,Unavailable,Unknown Method,10.1017/s0031819100060575
Philosophy,Fictionalism,,2012,2,Unavailable,Unknown Method,10.1093/obo/9780195396577-0034
Philosophy,Augustine,,2021,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0422
Philosophy,"Greek Philosophy: Plato, Aristotle",,2002,0,Unavailable,Unknown Method,10.1017/upo9781844653423.003
Philosophy,Experimental Philosophy,,2022,0,Unavailable,Experiment,10.1002/9781119616702.ch10
Philosophy,Philosophy and ‘Non-Philosophy’,,2002,0,Unavailable,Unknown Method,10.5040/9781472547682.ch-001
Philosophy,Philosophy and Comparative Philosophy,N. K. Devaraja,1967,1,Unavailable,Unknown Method,10.2307/1397044
Philosophy,"Philosophy as Farce, or Farce as Philosophy",Roy W. Perrett,1984,0,Unavailable,Unknown Method,10.1017/s0031819100069965
Philosophy,Does Russian philosophy exist as such?," , Andrey N. Muravev",2021,0,Unavailable,Theoretical,10.21638/spbu34.2021.124
Philosophy,Analytic Philosophy and History of Philosophy,Michael Beaney,2021,4,Unavailable,Unknown Method,10.1057/9781137304872.0017
Philosophy,Practical Philosophy,,1999,0,Unavailable,Unknown Method,10.1017/s0031819199000212
Philosophy,Philosophy of religion,,2014,0,Unavailable,Unknown Method,10.4324/9781315758329-8
Philosophy,Presocratic Greek Philosophy,,2014,0,Unavailable,Unknown Method,10.4324/9781315710174-7
Philosophy,Linguistic Philosophy: Wittgenstein,,2014,0,Unavailable,Unknown Method,10.4324/9781315710174-17
Philosophy,Wilmon H. Sheldon’s Philosophy of Philosophy,"Andrew J. Reck,  ",1958,0,Unavailable,Unknown Method,10.5840/tulane195876
Philosophy,The Main Problems of Philosophy. An Introduction to Philosophy, ,1948,0,Unavailable,Unknown Method,10.2307/2019048
Philosophy,Philosophy of the Body as Introduction to Philosophy,"Eric C. Mullis,  ",2013,1,Unavailable,Unknown Method,10.5840/teachphil20131012
Philosophy,Modern Philosophy as a Philosophy of Large Systems,,2013,0,Unavailable,Unknown Method,10.3726/978-3-653-06586-2/12
Philosophy,"Analytical Philosophy: Russell, Wittgenstein",,2002,0,Unavailable,Unknown Method,10.1017/upo9781844653423.009
Philosophy,Medieval Philosophy Medieval Philosophy,Gyula Klima,2002,0,Unavailable,Unknown Method,10.4324/9780203206966.ch7_2
Philosophy,Philosophy in Italy,,1937,0,Unavailable,Unknown Method,10.1017/s0031819100010536
Philosophy,Teaching Philosophy Exchange, ,1981,1,Unavailable,Unknown Method,10.5840/teachphil19814153
Philosophy,Philosophy In France,,1927,0,Unavailable,Unknown Method,10.1017/s0031819100015515
Philosophy,Philosophy in Italy,,1933,0,Unavailable,Unknown Method,10.1017/s0031819100062604
Philosophy,Philosophy and Children,,1996,0,Unavailable,Unknown Method,10.1017/s0031819100041425
Philosophy,"Medieval Philosophy: Augustine, Aquinas, Ockham",,2002,0,Unavailable,Unknown Method,10.1017/upo9781844653423.004
Philosophy,"Analytical Philosophy: Russell, Wittgenstein",,2014,0,Unavailable,Unknown Method,10.4324/9781315710174-14
Philosophy,Coffee and Philosophy,"Timothy Chambers,  ",2006,0,Unavailable,Unknown Method,10.5840/teachphil200629447
Philosophy,Dialetheism,,2016,0,Unavailable,Unknown Method,10.1093/obo/9780195396577-0310
Philosophy,The Philosophy of Ordinary Language Is a Naturalistic Philosophy,"Jonathan Trigg,  ",2010,1,Unavailable,Theoretical,10.5840/eip20101126
Philosophy,Empirical Philosophy and Experimental Philosophy,Jesse J Prinz,2008,37,Unavailable,Experiment,10.1093/oso/9780195323252.003.0010
Mathematics,Mathematics,"I.V. Pavlushkov, L.V. Rozovsky, I.A. Narkyevich",2021,0,Unavailable,Unknown Method,10.33029/9704-5689-7-mat-2021-1-320
Mathematics,The Mathematics of Mathematics,Wolff-Michael Roth,2017,1,Unavailable,Unknown Method,10.1007/978-94-6300-926-3_3
Mathematics,Hilbert mathematics versus Gödel mathematics. IV. The new approach of Hilbert mathematics easily resolving the most difficult problems of Gödel mathematics,Vasil Penchev,2023,0,Unavailable,Unknown Method,10.33774/coe-2023-jt4vq
Mathematics,Mathematics or Common Sense? Researching ‘Invisible’ Mathematics through Adults’ Mathematics Life Histories,Diana Coben,2023,4,Unavailable,Unknown Method,10.1007/0-306-47221-x_3
Mathematics,Acknowledgement to Reviewers of Mathematics in 2015, ,2016,0,Unavailable,Unknown Method,10.3390/math4010004
Mathematics,Acknowledgment to Reviewers of Mathematics in 2021, ,2022,0,Unavailable,Unknown Method,10.3390/math10040547
Mathematics,Mathematics Phenomenologically,,2022,0,Unavailable,Unknown Method,10.1007/0-306-47202-3_1
Mathematics,Acknowledgement to Reviewers of Mathematics in 2019, ,2020,0,Unavailable,Unknown Method,10.3390/math8010145
Mathematics,Acknowledgment to Reviewers of Mathematics in 2020, ,2021,0,Unavailable,Unknown Method,10.3390/math9020196
Mathematics,Acknowledgement to Reviewers of Mathematics in 2018, ,2019,0,Unavailable,Unknown Method,10.3390/math7010064
Mathematics,Acknowledgement to Reviewers of Mathematics in 2017, ,2018,0,Unavailable,Unknown Method,10.3390/math6010014
Mathematics,Reflections on History of Mathematics,Luis Radford,2014,3,Unavailable,Unknown Method,10.1007/978-94-007-7473-5_7
Mathematics,"Ethno-mathematics, the Nature of Mathematics and Mathematics Education",,2003,0,Unavailable,Unknown Method,10.4324/9780203362594-28
Mathematics,Acknowledgement to Reviewers of Mathematics in 2014, Mathematics Editorial Office,2015,0,Unavailable,Unknown Method,10.3390/math3010001
Mathematics,Acknowledgment to the Reviewers of Mathematics in 2022, ,2023,0,Unavailable,Unknown Method,10.3390/math11030643
Mathematics,Mathematics: Maya Mathematics,,2023,2,Unavailable,Unknown Method,10.1007/springerreference_78405
Mathematics,Mathematics: Aztec Mathematics,,2023,0,Unavailable,Unknown Method,10.1007/springerreference_78026
Mathematics,Mathematics,,2009,0,Unavailable,Unknown Method,10.3390/mathematics
Mathematics,Principles of Numerical Mathematics,,2009,0,Unavailable,Unknown Method,10.1007/0-387-22750-4_2
Mathematics,"Communicating, mathematics, communicating mathematics—Joe Gallian style",Aparna Higgins,2009,0,Unavailable,Unknown Method,10.1090/conm/479/09347
Mathematics,"Hilbert mathematics versus Gödel mathematics III. Hilbert mathematics by itself, and Gödel mathematics versus the physical world within it: both as its particular cases",Vasil Penchev,2023,0,Unavailable,Theoretical,10.33774/coe-2023-fl6vn
Mathematics,Mathematics and Mathematics Education Policy,Mogens Niss,2014,1,Unavailable,Unknown Method,10.1007/978-94-007-7473-5_15
Mathematics,Connecting Middle School Mathematics with College Mathematics: A Core of Mathematics Courses for Middle Grade Mathematics Teachers,Ira J. Papick,2013,0,Unavailable,Unknown Method,10.5948/upo9781614443155.004
Mathematics,"Figure 4.8 Familiarity with mathematics and mathematics anxiety, by students' performance in mathematics",,2013,0,Unavailable,Unknown Method,10.1787/888933377524
Mathematics,Extension of Haar’s theorem," , JATURON WATTANAPAN, WATCHAREEPAN ATIPONRAT,  , SANTI TASENA,  , TEERAPONG SUKSUMRAN,  ",2021,1,Unavailable,Unknown Method,10.37193/cjm.2022.01.19
Mathematics,"The Philosophy of Mathematics, Values and Keralese Mathematics",Paul Ernest,2007,6,Unavailable,Unknown Method,10.54870/1551-3440.1069
Mathematics,Mathematics Awareness Month: Mathematics and Art,,2003,0,Unavailable,Unknown Method,10.1080/0025570x.2003.11953159
Mathematics,History and Epistemology of Mathematics and Mathematics Education,Rolf Biehler,2003,1,Unavailable,Unknown Method,10.1007/0-306-47204-x_8
Mathematics,Hermeneutics and Mathematics Education,,2003,0,Unavailable,Unknown Method,10.1007/0-306-47213-9_3
Mathematics,Politicising Mathematics Education,,1985,0,Unavailable,Unknown Method,10.1007/0-306-47236-8_6
Mathematics,The Landscape of Mathematics Education,,1985,0,Unavailable,Unknown Method,10.1007/0-306-47202-3_3
Mathematics,Algorithmic Mathematics versus Dialectic Mathematics,Bernhard Korte,1985,1,Unavailable,Unknown Method,10.2307/2686617
Mathematics,Operative Proofs in School Mathematics and Elementary Mathematics,Erich Christian Wittmann,2020,0,Unavailable,Theoretical,10.1007/978-3-030-61570-3_11
Mathematics,Mathematics for logical thinking? Mathematics in reverse,,2018,0,Unavailable,Unknown Method,10.1080/0025570x.2017.1411696
Mathematics,"Mathematics Worth Teaching, Mathematics Worth Understanding",,1999,0,Unavailable,Unknown Method,10.4324/9781410602619-8
Mathematics,What makes mathematics mathematics?,,2014,0,Unavailable,Unknown Method,10.1017/cbo9781107279346.003
Mathematics,Pereživanie – Experiencing Mathematics,Wolff-Michael Roth,2017,0,Unavailable,Unknown Method,10.1007/978-94-6300-926-3_6
Mathematics,Business and Economics Mathematics,Octavian Dospinescu,2022,0,Unavailable,Unknown Method,10.3390/math10203890
Mathematics,Combinatorial mathematics,,1972,0,Unavailable,Unknown Method,10.1016/0012-365x(72)90128-8
Mathematics,Mathematics as a Language,,1972,0,Unavailable,Unknown Method,10.1007/0-306-47236-8_3
Mathematics,Reflections on Collaboration Between Mathematics and Mathematics Education,Patrick W. Thompson,2014,3,Unavailable,Unknown Method,10.1007/978-94-007-7473-5_18
Mathematics,Mathematics &amp; Mathematics Education: Searching for Common Ground,Michael N. Fried,2014,8,Unavailable,Unknown Method,10.1007/978-94-007-7473-5_1
Mathematics,Foundation of Mathematics,Annette Imhausen,2016,0,Unavailable,Unknown Method,10.23943/princeton/9780691117133.003.0011
Mathematics,New Philosophy of Mathematics: Implications for Mathematics Education,,2009,0,Unavailable,Unknown Method,10.4324/9780203879948-9
Mathematics,Internet Mathematics,,2009,0,Unavailable,Unknown Method,10.24166/im
Mathematics,"Discourse, Mathematics and Mathematics Education",,2013,0,Unavailable,Unknown Method,10.1007/springerreference_59990
Mathematics,2 Children's Mathematics/Mathematics for Children,,2013,0,Unavailable,Unknown Method,10.4324/9780203052372-46
Mathematics,History of Mathematics in Mathematics Education: a Saussurean Perspective,Michael Fried,2008,13,Unavailable,Unknown Method,10.54870/1551-3440.1100
Mathematics,Introduction-Intensional Mathematics and Constructive Mathematics,Stewart Shapiro,1985,3,Unavailable,Unknown Method,10.1016/s0049-237x(08)70137-x
Mathematics,"Philosophy of Mathematics, Mathematics Education, and Philosophy of Mathematics Education",Yuxin Zheng,1994,0,Unavailable,Unknown Method,10.5642/hmnj.199401.09.09
Mathematics,Reflections on Visualization in Mathematics and in Mathematics Education,Elena Nardi,2014,12,Unavailable,Unknown Method,10.1007/978-94-007-7473-5_12
Mathematics,PHYSICAL MATHEMATICS,,2020,0,Unavailable,Unknown Method,10.2307/j.ctv14164db.13
