Author Name,ORCID ID,Title,DOI,Year,Citations,Research Method
 ,No ORCID,Effect of various interface bond tests and their failure behavior on substrate and overlay concrete -A Review,10.17515/resm2022.575me1103,2023,0,Unknown Method
HD Chalak,http://orcid.org/0000-0001-7185-7122,Effect of various interface bond tests and their failure behavior on substrate and overlay concrete -A Review,10.17515/resm2022.575me1103,2023,0,Unknown Method
 ,No ORCID,Effect of various interface bond tests and their failure behavior on substrate and overlay concrete -A Review,10.17515/resm2022.575me1103,2023,0,Unknown Method
David G. Carmichael,http://orcid.org/0000-0002-2941-3488,A framework for a civil engineering systems BOK,10.1080/10286608.2020.1815012,2020,6,Unknown Method
Xianbo Zhao,http://orcid.org/0000-0003-0153-5173,Advanced Management in Civil Engineering Projects,10.1155/2018/6717964,2018,27,Unknown Method
Yingbin Feng,http://orcid.org/0000-0002-3832-0152,Advanced Management in Civil Engineering Projects,10.1155/2018/6717964,2018,27,Unknown Method
Dujuan Yang,No ORCID,Advanced Management in Civil Engineering Projects,10.1155/2018/6717964,2018,27,Unknown Method
Dong Zhao,No ORCID,Advanced Management in Civil Engineering Projects,10.1155/2018/6717964,2018,27,Unknown Method
 ,No ORCID,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
Oguntayo Daniel,http://orcid.org/0000-0003-0400-6103,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
Ogundipe Olumide,http://orcid.org/0000-0002-2783-1336,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
 ,No ORCID,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
Daikwo Jemimah,http://orcid.org/0009-0006-5864-8135,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
 ,No ORCID,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
Adeyemi Festus,http://orcid.org/0009-0004-5266-8261,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
 ,No ORCID,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
Aladegboye Oluwasegun,http://orcid.org/0000-0002-0850-2414,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
 ,No ORCID,Moisture susceptibility of waste ceramic tiles modified asphalt mixtures,10.17515/resm2023.798ma0704tn,2023,0,Unknown Method
Norb Delatte,http://orcid.org/0000-0002-1811-4335,Evolution of the ASCE civil engineering body of knowledge,10.1080/10286608.2020.1832477,2020,2,Unknown Method
 ,No ORCID,Experimental evaluation of compressive strength of steel fiber reinforced soi,10.56958/jesi.2021.6.2.3,2021,0,Experiment
Hesam haji Hosseini Nouri,http://orcid.org/0000-0002-8148-1066,Experimental evaluation of compressive strength of steel fiber reinforced soi,10.56958/jesi.2021.6.2.3,2021,0,Experiment
Mohsen Shahrouzi,http://orcid.org/0000-0003-3531-1979,Experimental evaluation of compressive strength of steel fiber reinforced soi,10.56958/jesi.2021.6.2.3,2021,0,Experiment
 ,No ORCID,Experimental evaluation of compressive strength of steel fiber reinforced soi,10.56958/jesi.2021.6.2.3,2021,0,Experiment
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Miloš Lukić,http://orcid.org/0000-0002-0839-3107,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Dejan Gavran,http://orcid.org/0000-0002-3879-3435,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Sanja Fric,http://orcid.org/0000-0002-7848-1655,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Vladan Ilić,http://orcid.org/0000-0001-6917-4824,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Filip Trpčevski,http://orcid.org/0000-0002-0161-5803,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Stefan Vranjevac,http://orcid.org/0000-0002-0333-8571,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
Nikola Milovanović,http://orcid.org/0009-0001-3398-2747,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,IMPLEMENTATION OF DEEP NEURAL NETWORKS (DNN) FOR PAVEMENT CRACK DETECTION,10.46793/sgisxiii.16ml,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Sanja Jocković,http://orcid.org/0000-0002-3896-4791,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Miloš S. Marjanović,http://orcid.org/0000-0002-7968-3873,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Uroš Đurić,http://orcid.org/0000-0002-1171-8419,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Veljko Pujević,http://orcid.org/0000-0001-8417-9594,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Ksenija Micić,http://orcid.org/0000-0002-4101-4412,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Zoran Radić,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Milena Raković,http://orcid.org/0000-0001-9670-1677,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Novak Joksimović,http://orcid.org/0009-0001-2627-8874,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
 ,No ORCID,REHABILITATION OF VIŠNJIČKA 74 LANDSLIDE IN BELGRADE,10.46793/sgisxiii.40sj,2024,0,Unknown Method
Fran Pilkington-Cheney,http://orcid.org/0000-0001-8043-3137,Biomathematical modelling for managing worker fatigue in civil engineering,10.1680/jcien.20.00009,2020,1,Unknown Method
Ashleigh Filtness,http://orcid.org/0000-0001-7357-0344,Biomathematical modelling for managing worker fatigue in civil engineering,10.1680/jcien.20.00009,2020,1,Unknown Method
Wendy Jones,No ORCID,Biomathematical modelling for managing worker fatigue in civil engineering,10.1680/jcien.20.00009,2020,1,Unknown Method
Sally Maynard,No ORCID,Biomathematical modelling for managing worker fatigue in civil engineering,10.1680/jcien.20.00009,2020,1,Unknown Method
Alistair Gibb,No ORCID,Biomathematical modelling for managing worker fatigue in civil engineering,10.1680/jcien.20.00009,2020,1,Unknown Method
Roger Haslam,No ORCID,Biomathematical modelling for managing worker fatigue in civil engineering,10.1680/jcien.20.00009,2020,1,Unknown Method
 ,No ORCID,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
Md. Adnan Haque Chowdhury,http://orcid.org/0000-0001-8531-9958,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
Md. Shariful Alam,http://orcid.org/0000-0003-0020-6060,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
 ,No ORCID,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
Bayzid Ahmed,http://orcid.org/0000-0003-0626-1853,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
 ,No ORCID,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
Rakibul Islam,http://orcid.org/0000-0003-4312-5252,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
 ,No ORCID,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
Md. Naimul Haque,http://orcid.org/0000-0001-9411-3628,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
 ,No ORCID,Utilization of textile and tannery sludges in cement mortar,10.17515/resm2023.808ma0703,2023,0,Unknown Method
 ,No ORCID,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
Chereddy Sonali Sri Durga,http://orcid.org/0000-0003-0942-9252,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
Chava Venkatesh,http://orcid.org/0000-0003-0028-7702,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
 ,No ORCID,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
T. Muralidhararao,http://orcid.org/0000-0002-7768-3298,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
 ,No ORCID,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
Ramamohana Reddy Bellum,http://orcid.org/0000-0002-0040-5812,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
 ,No ORCID,Crack healing and flexural behaviour of self-healing concrete influenced by different bacillus species,10.17515/resm2023.744st0423,2023,3,Unknown Method
 ,No ORCID,COMBINED STATIC ADSORPTION SCHEME,10.29295/2311-7257-2019-95-1-188-192,2019,0,Unknown Method
A. Karahiaur,http://orcid.org/0000-0002-8868-3189,COMBINED STATIC ADSORPTION SCHEME,10.29295/2311-7257-2019-95-1-188-192,2019,0,Unknown Method
O. Syrovatskyi,http://orcid.org/0000-0003-1002-8579,COMBINED STATIC ADSORPTION SCHEME,10.29295/2311-7257-2019-95-1-188-192,2019,0,Unknown Method
 ,No ORCID,COMBINED STATIC ADSORPTION SCHEME,10.29295/2311-7257-2019-95-1-188-192,2019,0,Unknown Method
O. Isakiieva,http://orcid.org/0000-0003-2074-5811,COMBINED STATIC ADSORPTION SCHEME,10.29295/2311-7257-2019-95-1-188-192,2019,0,Unknown Method
 ,No ORCID,COMBINED STATIC ADSORPTION SCHEME,10.29295/2311-7257-2019-95-1-188-192,2019,0,Unknown Method
Peng Zhang,http://orcid.org/0000-0001-9386-4614,Fiber-Reinforced Concrete with Application in Civil Engineering,10.1155/2018/1698905,2018,11,Unknown Method
Song Han,http://orcid.org/0000-0001-5071-4018,Fiber-Reinforced Concrete with Application in Civil Engineering,10.1155/2018/1698905,2018,11,Unknown Method
Serina Ng,http://orcid.org/0000-0003-3347-0634,Fiber-Reinforced Concrete with Application in Civil Engineering,10.1155/2018/1698905,2018,11,Unknown Method
Xu-Hao Wang,No ORCID,Fiber-Reinforced Concrete with Application in Civil Engineering,10.1155/2018/1698905,2018,11,Unknown Method
Tayfun Dede,http://orcid.org/0000-0001-9672-2232,Artificial Intelligence Applications in Civil Engineering,10.1155/2019/8384523,2019,10,Unknown Method
Murat Kankal,No ORCID,Artificial Intelligence Applications in Civil Engineering,10.1155/2019/8384523,2019,10,Unknown Method
Ali Reza Vosoughi,No ORCID,Artificial Intelligence Applications in Civil Engineering,10.1155/2019/8384523,2019,10,Unknown Method
Maksym Grzywiński,No ORCID,Artificial Intelligence Applications in Civil Engineering,10.1155/2019/8384523,2019,10,Unknown Method
Moacir Kripka,http://orcid.org/0000-0002-1997-3414,Artificial Intelligence Applications in Civil Engineering,10.1155/2019/8384523,2019,10,Unknown Method
 ,No ORCID,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
Yu. Solodovnik,http://orcid.org/0000-0002-5243-9993,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
E. Riumina,http://orcid.org/0000-0002-0574-0038,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
 ,No ORCID,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
V. Riumin,http://orcid.org/0000-0001-8884-589X,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
 ,No ORCID,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
Yu. Yarovoj,http://orcid.org/0000-0003-0633-424X,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
 ,No ORCID,EXPERIMENTAL AND NUMERICAL RESEARCH OF PALLET RACKS STRUTS,10.29295/2311-7257-2019-96-2-252-257,2019,0,Experiment
 ,No ORCID,RISKS IN THE BUILDING INDUSTRY,10.29295/2311-7257-2019-97-3-154-158,2019,1,Unknown Method
O. Nesterenko,http://orcid.org/0000-0002-5113-2009,RISKS IN THE BUILDING INDUSTRY,10.29295/2311-7257-2019-97-3-154-158,2019,1,Unknown Method
N. Onishchenko,http://orcid.org/0000-0002-0551-8429,RISKS IN THE BUILDING INDUSTRY,10.29295/2311-7257-2019-97-3-154-158,2019,1,Unknown Method
 ,No ORCID,RISKS IN THE BUILDING INDUSTRY,10.29295/2311-7257-2019-97-3-154-158,2019,1,Unknown Method
A. Samokhvalova,http://orcid.org/0000-0001-5948-8408,RISKS IN THE BUILDING INDUSTRY,10.29295/2311-7257-2019-97-3-154-158,2019,1,Unknown Method
 ,No ORCID,RISKS IN THE BUILDING INDUSTRY,10.29295/2311-7257-2019-97-3-154-158,2019,1,Unknown Method
Hugo Rodrigues,http://orcid.org/0000-0003-1373-4540,Natural Hazards Challenges to Civil Engineering,10.1155/2019/4365075,2019,0,Unknown Method
Lars Abrahamczyk,http://orcid.org/0000-0002-1217-3844,Natural Hazards Challenges to Civil Engineering,10.1155/2019/4365075,2019,0,Unknown Method
André R. Barbosa,No ORCID,Natural Hazards Challenges to Civil Engineering,10.1155/2019/4365075,2019,0,Unknown Method
Haiyun Shi,No ORCID,Natural Hazards Challenges to Civil Engineering,10.1155/2019/4365075,2019,0,Unknown Method
Tiago Miguel Ferreira,http://orcid.org/0000-0001-6454-7927,Natural Hazards Challenges to Civil Engineering,10.1155/2019/4365075,2019,0,Unknown Method
Junkai Xie,No ORCID,Research and Development of Civil Engineering Intelligent Structure System,10.1155/2021/8814676,2021,4,Unknown Method
Bo Gao,http://orcid.org/0000-0001-8900-9404,Research and Development of Civil Engineering Intelligent Structure System,10.1155/2021/8814676,2021,4,Unknown Method
Huamin Cheng,No ORCID,Research and Development of Civil Engineering Intelligent Structure System,10.1155/2021/8814676,2021,4,Unknown Method
Peng Zhang,http://orcid.org/0000-0003-2787-3357,Advanced Cementitious Building Materials with Applications in Civil Engineering,10.1155/2017/9654910,2017,4,Unknown Method
Song Han,No ORCID,Advanced Cementitious Building Materials with Applications in Civil Engineering,10.1155/2017/9654910,2017,4,Unknown Method
Serina Ng,http://orcid.org/0000-0003-3347-0634,Advanced Cementitious Building Materials with Applications in Civil Engineering,10.1155/2017/9654910,2017,4,Unknown Method
Xu-Hao Wang,No ORCID,Advanced Cementitious Building Materials with Applications in Civil Engineering,10.1155/2017/9654910,2017,4,Unknown Method
 ,No ORCID,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
A. Chithambar Ganesh,http://orcid.org/0000-0001-5004-4587,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
M. Vinod Kumar,http://orcid.org/0000-0002-7166-2330,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
 ,No ORCID,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
K. Mukilan,http://orcid.org/0000-0003-3922-5832,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
 ,No ORCID,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
A. Suresh Kumar,http://orcid.org/0000-0001-9406-2576,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
 ,No ORCID,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
K. Arun Kumar,http://orcid.org/0000-0002-5745-6864,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
 ,No ORCID,Investigation on the effect of ultra fine rice husk ash over slag based geopolymer concrete,10.17515/resm2022.501ma0814,2022,5,Unknown Method
 ,No ORCID,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
Muhammad Ikhsan Sabil,No ORCID,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
Muhammad Isran Ramli,http://orcid.org/0000-0001-5904-1358,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
 ,No ORCID,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
Sakti Adji Adisasmita,http://orcid.org/0000-0003-1732-4098,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
 ,No ORCID,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
Muralia Hustim,http://orcid.org/0000-0001-8323-1549,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
 ,No ORCID,The Mode Choice Model of Civil Servant Commuters in Makassar City,10.59762/jblm845920461220231206111812,2023,0,"Quantitative, Survey"
Zheng Li,http://orcid.org/0000-0003-1227-8168,Modern timber construction technology and engineering applications in China,10.1680/jcien.18.00024,2019,8,Unknown Method
Ruirui Zhou,No ORCID,Modern timber construction technology and engineering applications in China,10.1680/jcien.18.00024,2019,8,Unknown Method
Minjuan He,No ORCID,Modern timber construction technology and engineering applications in China,10.1680/jcien.18.00024,2019,8,Unknown Method
Xiaofeng Sun,No ORCID,Modern timber construction technology and engineering applications in China,10.1680/jcien.18.00024,2019,8,Unknown Method
 ,No ORCID,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
Michael Zavoloka,http://orcid.org/0000-0002-2080-1230,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
Elena Shinkevich,http://orcid.org/0000-0002-2842-1785,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
 ,No ORCID,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
Varvara Vinnichenko,http://orcid.org/0000-0003-3700-5414,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
 ,No ORCID,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
Alexander Plit,http://orcid.org/0000-0003-4745-6358,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
 ,No ORCID,ENERGY-SAVING CHAMBER IN PRODUCTION OF BUILDING MATERIALS AND PRODUCTS,10.52326/jes.utm.2021.28(1).12,2021,0,Experiment
Yuting Zhang,http://orcid.org/0000-0002-9472-5568,Safety Management of Civil Engineering Construction Based on Artificial Intelligence and Machine Vision Technology,10.1155/2021/3769634,2021,6,Experiment
Kim Steen Jensen,http://orcid.org/0000-0001-5150-5883,"European offshore wind engineering – past, present and future",10.1680/jcien.17.00040,2018,4,Unknown Method
Søren Juel Petersen,No ORCID,"European offshore wind engineering – past, present and future",10.1680/jcien.17.00040,2018,4,Unknown Method
Ronnie Refstrup Pedersen,No ORCID,"European offshore wind engineering – past, present and future",10.1680/jcien.17.00040,2018,4,Unknown Method
 ,No ORCID,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
A. Kabus,http://orcid.org/0000-0002-2940-0513,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
L. Butska,http://orcid.org/0000-0003-1496-7004,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
 ,No ORCID,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
E. Latorets,http://orcid.org/0000-0002-3049-2531,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
 ,No ORCID,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
V. Gurkalenko,No ORCID,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
 ,No ORCID,STUDY OF COMPOSITIONS OF SELFCOMPACTING CONCRETE FOR THE PRODUCTION OF BRIDGE BEAMS,10.29295/2311-7257-2019-96-2-285-290,2019,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Banu D. Handono,http://orcid.org/0009-0003-3805-0388,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Ronny E. Pandaleke,http://orcid.org/0009-0007-4232-642X,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Reynaldo J. Sela,http://orcid.org/0009-0005-2993-0177,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Dody M.J. Sumajouw,http://orcid.org/0000-0002-0135-6389,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Steenie E. Wallah,http://orcid.org/0000-0001-5989-9581,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
